Titulo,Autor,Genero,Descripcion
El invencible verano de Liliana,['Cristina Rivera Garza'],"['Drama', 'Novela']","El 16 de julio de 1990, Liliana Rivera Garza, mi hermana, fue víctima de un feminicidio. Era una muchacha de 20 años, estudiante de arquitectura. Tenía años tratando de terminar su relación con un novio de la preparatoria que insistía en no dejarla ir. Unas cuantas semanas antes de la tragedia, Liliana por fin tomó la decisión definitiva: en lo más crudo del invierno había descubierto que en ella, como bien lo había dicho Albert Camus, había un invencible verano. Lo dejaría atrás. Empezaría una nueva vida. Haría una maestría y después un doctorado, viajaría a Londres. La decisión de él fue que ella no tendría una vida sin él. Hace apenas un año decidí abrir las cajas donde depositamos las pertenencias de mi hermana. Su voz atravesó el tiempo y, como la de tantas mujeres desaparecidas y ultrajadas en México, demandó justicia. El invencible verano de Liliana es una excavación en la vida de una mujer brillante y audaz que careció, como nosotros mismos, como todos los demás, del lenguaje necesario para identificar, denunciar y luchar contra la violencia sexista y el terrorismo de pareja que caracteriza a tantas relaciones patriarcales. Este libro es para celebrar su paso por la tierra y para decirle que, claro que sí, lo vamos a tirar. Al patriarcado lo vamos a tirar."
Rosalía de Castro: raíz apasionada de Galicia,['Luisa Carnés'],"['Biografía', 'Crónica']","En Padrón hay una casa humilde cuyo nombre es grato al espíritu: La Huerta de la Paz. Allí una niña enfermiza aprende a andar sobre las piedras viejas del jardín y pasa horas contemplando los aleteos de las mariposas sobre las dalias. Frente a su colegio está el cementerio de Adina, donde la pequeña se entretiene deletreando los epitafios en los días de sol. Esa niña es Rosalía de Castro, la gran poeta gallega, y esa casa, el hogar al que siempre querrá volver, fuente de inspiración de toda su obra. Tras su infancia en Galicia, la joven Rosalía se instala en el Madrid convulso de Isabel II, donde conoce a Manuel Murguía, su futuro marido, y al dulce Gustavo Adolfo Bécquer, cuyo reflejo en los espejos del Café Suizo es todo melancolía. Después vienen los hijos, Simancas, la muerte de su adorada madre. Y esa continua añoranza de Galicia en medio de la adustez castellana. Luisa Carnés, la narradora invisible de la Generación del 27, la autora de Tea Rooms. Mujeres obreras, escribió esta biografía en 1945, ya en su exilio mexicano. Una obra llena de encanto y de complicidad, tan rica en ambientes que más parece, en muchos momentos, un cuento gótico que un texto biográfico."
Arriésgate por mí,['Ana Iturgaiz'],"['Novela', 'Romántico']","No hay nada que Irene desee más que dirigir su propio hotel. ¡Y su oportunidad ha llegado por fin!… Aunque el hotel no es suyo sino de Mercedes, una antigua hippie bastante excéntrica que está encantada con su llegada.La Casona de la Paca es un coqueto hotel, instalado en una casa de indianos del siglo XIX, cuyos jardines serían la delicia de cualquier pareja de enamorados. ¿Qué más puede pedir Irene?Sin embargo, las cosas se tuercen desde el principio. Para empezar, la dueña desaparece cada vez que Irene la necesita, una de las trabajadoras tiene un grave problema que no duda en echar sobre los hombros de la recién llegada, la cocinera se despide, los huéspedes se quejan a todas horas…Y lo peor de todo, tener a Iago dando vueltas por allí y criticándola a todas horas cuando ella no ha hecho nada para merecerlo, porque lo que sucedido entre ambos el día mismo en que Irene se presentó en el hotel fue solo un accidente. Aunque él no parece pensar lo mismo…"
Sobre la revolución,['Hannah Arendt'],"['Ciencias sociales', 'Ensayo']","Este brillante ensayo ocupa un lugar destacado en la obra de Hannah Arendt y sus originales contribuciones a la teoría política. Los aspectos fundamentales de las tres grandes revoluciones de la época moderna (la independencia y formación de los Estados Unidos, el derrocamiento de la monarquía borbónica en Francia y la conquista del poder en Rusia por los bolcheviques) son estudiados en sus nexos internos para formular generalizaciones teóricas de largo alcance. Quizá la superior importancia que la autora atribuye a la Revolución americana respecto a la francesa, en discrepancia con las tesis habitualmente mantenidas por la historiografía tradicional, constituya la conclusión más notable del ensayo. Especial interés ofrece también el análisis de la guerra como rasgo político básico de nuestra época y elemento definitorio de la fisonomía del siglo XX, en estrecha relación de reciprocidad y mutua dependencia con el fenómeno revolucionario."
Historia Augusta,['Varios Autores'],"['Biografía', 'Crónica', 'Historia']","La «Historia Augusta» es una colección de biografías escrita en latín de los emperadores romanos y usurpadores del trono que abarca el periodo comprendido entre 117 y 284. Se presenta como la unión de las obras de seis autores diferentes,​ escritas durante los reinados de Diocleciano y Constantino I. No obstante, la verdadera autoría del texto, la fecha en que se escribió y su propósito han sido durante largo tiempo motivo de debate.El título, «Historia Augusta», procede de una edición crítica realizada por Isaac Casaubon (1603) a partir de diversas variantes de textos manuscritos. El título registrado en el manuscrito del «Codex Palatinus» (escrito en el siglo IX) es «Vitae Diversorum Principum et Tyrannorum a Divo Hadriano usque ad Numerianum Diversis compositae» / «Las vidas de varios emperadores y tiranos desde el divino Adriano hasta Numeriano compuesta por varios autores», y se supone que el trabajo puede haberse llamado originalmente De Vita Caesarum o Vitae Caesarum, con la intención de continuar las «Vidas de los doce césares» de Suetonio.No se conoce la difusión que tuvo esta obra en la Antigüedad tardía, pero se han hallado numerosas y extensas citas a la misma en autores de los siglos VI y IX, y los manuscritos utilizados por Casaubon también pertenecían a los siglos IX y X y la «editio princeps» fue publicada en Milán en 1475. Los seis autores a los que la tradición atribuye la obra son Flavio Vopisco, Elio Esparciano, Julio Capitolino, Volcacio Galicano, Trebelio Polión y Elio Lampridio, y dedicaron sus biografías a Diocleciano, Constantino y otros emperadores, pero está bastante claro que todas ellas fueron escritas hacia principios del siglo IV, muy posiblemente por un único autor.El contenido abarca una treintena de vitae o biografías de emperadores, herederos, tiranos y usurpadores desde Adriano (117-138) hasta Carino y Numeriano (283-285). Hay una sección perdida que abarca los reinados de Filipo el Árabe (244-249), Decio (249-251), Treboniano Galo (251-253) y Emiliano (253). En cuanto a Valeriano (253-260), solo se conserva el final de su reinado en todos los manuscritos. Por tanto, existe en la obra una laguna entre los años 244 y 259, aproximadamente. Se afirma que las biografías de Nerva (96-98) y Trajano (98-117) se encontraban al principio de esta obra, aunque también se han perdido. Esta parte podría enlazar la obra como una continuación de «Las vidas de los doce césares» de Suetonio."
Testimonios y Fragmentos II (319-606),['Crisipo de Solos'],"['Ensayo', 'Filosofía']","Si el estoicismo es una de las escuelas filosóficas griegas que mayor impronta dejaron en la filosofía y la cultura occidentales, ello se debe, en gran medida, a Crisipo de Solos. De Crisipo han destacado los estudiosos sus grandes dones como filósofo, más que la elegancia literaria. No compuso poesía, pero era muy dado a las citas, especialmente de Homero y los trágicos, como medio para reforzar sus propias opiniones. Dotado de una prodigiosa fuerza intelectual, desarrolló sistemáticamente, más que cualquier otro estoico, una forma de filosofía que mantuvo su validez y vigencia durante cuatrocientos años, y es probable que moldeara la mayor parte de los resúmenes de los manuales filosóficos del estoicismo. En este segundo volumen se incluyen los fragmentos 319-606 (es decir, los fragmentos sin indicación de obra y los dudosos)."
La zarabanda,['Gabriel García Badell'],"['Drama', 'Novela']","En La zarabanda, novela que resultó finalista del Premio Nadal de 1977, García Badell reflexiona sobre el tema de la culpabilidad y la religión, utilizando para ello como telón de fondo los años anteriores a la Guerra Civil española de 1936 y la propia guerra. Los personajes de la novela, hombres, mujeres, civiles militares y eclesiásticos, con sus convicciones, a veces irracionales, a veces viscerales van tejiendo la trama de la novela, como si fueran danzantes de una funesta zarabanda."
Senza fine,['Ramón Pernas'],"['Novela', 'Realista']","Leandro emprende un viaje introspectivo hacia su pasado regresando a aquella vida en el pueblo gallego en el que nació. La nostalgia que le produce el paso del tiempo, el acompañamiento de sus recuerdos, los amores perdidos y el mar conforman la memoria del protagonista que arrastra su melancolía del ayer en cada episodio que nos cuenta."
Éxtasis,['Tracy Wolff'],"['Drama', 'Fantástico', 'Juvenil', 'Novela', 'Romántico']","El gran desenlace de la Serie Crave. Ya forma parte de ti. Han pasado tres meses desde que mis amigos y yo derrotamos a Cyrus. Tres meses en los que mi mayor temor ha sido lo que vendrá después… Debería haber sabido que esto era demasiado bueno para durar, y ahora todo se está rompiendo en mil pedazos.No me queda otra opción que volver al Reino de las Sombras y enfrentarme a la terrible reina que casi acaba con todos nosotros. Debo hacer un pacto con ella para salvar a Mekhi, pero esta vez me llevaré a mis poderosos amigos conmigo, y también a Hudson, aunque siento que le pasa algo raro; nos está ocultando un secreto, incluso a mí.Lo único que sé es que nuestras vidas corren peligro, y todo es culpa mía porque aún le debo un favor a la Anciana… y claramente ha venido a buscarlo."
En tren con el asesino,['Alexandra Benedict'],"['Intriga', 'Novela', 'Policíaco']","Dieciocho pasajeros. Siete paradas. Un asesino.¿Podrá Roz encontrar al culpable antes de que alguien más muera?En las primeras horas de la víspera de Navidad, el tren nocturno de Londres a las Highlands escocesas descarrila, y con él, los planes festivos de sus viajeros. Atrapados por la nieve en medio de la nada, los pasajeros solo se tienen los unos a los otros, y no todos llegarán a sus celebraciones navideñas.Mientras un asesino intenta acabar con los pasajeros uno a uno, la exdetective Roz Parker no puede resistirse a una última investigación. Sin embargo, un asesinato en una habitación cerrada es un rompecabezas formidable, incluso para el investigador más experimentado.El cozy mistery más navideño del año.«Un homenaje a Agatha Christie lleno de rompecabezas, enigmas y misterio». The Sun"
